,available_time,job_id,job_title,location,job_url,company_name,company_url
32,2020-11-21 17:31:42.157989,24313801,"VP, Quant Engineer",Apply Now,https://ca.linkedin.com/jobs/view/vp-quant-engineer-at-bmo-financial-group-2315874352?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,CN,https://ca.linkedin.com/company/cn?trk=public_jobs_job-result-card_result-card_subtitle-click
33,2020-11-21 17:31:42.157991,11588808,Data Scientist,"Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/data-scientist-at-cn-2294789187?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Enverus,https://www.linkedin.com/company/enverus-energy?trk=public_jobs_job-result-card_result-card_subtitle-click
34,2020-11-21 17:31:42.157993,52751476,Sr. Data Scientist,Apply Now,https://ca.linkedin.com/jobs/view/sr-data-scientist-at-enverus-2004884452?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sustainalytics,https://nl.linkedin.com/company/sustainalytics?trk=public_jobs_job-result-card_result-card_subtitle-click
35,2020-11-21 17:31:42.157995,27057422,Senior Quantitative Analyst - Methodology & Portfolio Research,"Ashburn, Ontario, Canada",https://ca.linkedin.com/jobs/view/senior-quantitative-analyst-methodology-portfolio-research-at-sustainalytics-2272151039?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,TD,https://ca.linkedin.com/company/td?trk=public_jobs_job-result-card_result-card_subtitle-click
36,2020-11-21 17:31:42.157997,53531944,Data Scientist II,Apply Now,https://ca.linkedin.com/jobs/view/data-scientist-ii-at-td-2316060091?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jungle Scout,https://www.linkedin.com/company/junglescout?trk=public_jobs_job-result-card_result-card_subtitle-click
37,2020-11-21 17:31:42.157999,65944843,Data Scientist,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-scientist-at-jungle-scout-2316240099?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,AdGear,https://ca.linkedin.com/company/adgear?trk=public_jobs_job-result-card_result-card_subtitle-click
38,2020-11-21 17:31:42.158001,60490203,Data Scientist - Montreal,"Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/data-scientist-montreal-at-adgear-2317310995?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Amazon,https://www.linkedin.com/company/amazon?trk=public_jobs_job-result-card_result-card_subtitle-click
39,2020-11-21 17:31:42.158003,89104930,Sr. Data Scientist,"Calgary, Alberta, Canada",https://ca.linkedin.com/jobs/view/sr-data-scientist-at-amazon-2248126062?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Microsoft,https://www.linkedin.com/company/microsoft?trk=public_jobs_job-result-card_result-card_subtitle-click
40,2020-11-21 17:31:42.158005,74369933,Senior Data Scientist,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/senior-data-scientist-at-microsoft-2241511652?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,ChrysaLabs,https://ca.linkedin.com/company/chrysalabs?trk=public_jobs_job-result-card_result-card_subtitle-click
41,2020-11-21 17:31:42.158007,19082382,Data Scientist,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-scientist-at-chrysalabs-2274630481?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sun Life,https://www.linkedin.com/company/sun-life-financial?trk=public_jobs_job-result-card_result-card_subtitle-click
42,2020-11-21 17:31:42.158009,99374034,Senior Data Scientist,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/senior-data-scientist-at-sun-life-2295913216?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Equifax Canada Co.,https://ca.linkedin.com/company/equifax-canada?trk=public_jobs_job-result-card_result-card_subtitle-click
43,2020-11-21 17:31:42.158011,76812169,Data Scientist - Client Success,Apply Now,https://ca.linkedin.com/jobs/view/data-scientist-client-success-at-equifax-canada-co-2288378917?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Tonal,https://www.linkedin.com/company/tonal-strong?trk=public_jobs_job-result-card_result-card_subtitle-click
44,2020-11-21 17:31:42.158013,53186821,"Senior Data Scientist, GANs","Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/senior-data-scientist-gans-at-tonal-2305953787?refId=0b560bfa-06ae-4308-849a-102a5e5a7b26&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Yoush Consulting,https://ca.linkedin.com/company/yoush-consulting?trk=public_jobs_job-result-card_result-card_subtitle-click
45,2020-11-21 17:31:43.737485,48056296,Quantitative Developer,"Mississauga, Ontario, Canada",https://ca.linkedin.com/jobs/view/quantitative-developer-at-iris-software-inc-2209111229?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Iris Software Inc.,https://www.linkedin.com/company/iris-software-inc.?trk=public_jobs_job-result-card_result-card_subtitle-click
